"job_id","job_title","company_name","job_location","job_schedule_type","salary_year_avg","job_posted_date","job_work_from_home"
101830,"Associate Data Engineer II, Nifty Gateway","Gemini","Gurugram, Haryana, India","Full-time","96773.0","2023-07-10",""
202955,"Data Engineer (Bengaluru)","Prophecy","Bengaluru, Karnataka, India","Full-time","96773.0","2023-05-29",""
1397851,"Data Engineer - Pyspark","Capco","Pune, Maharashtra, India","Full-time","96773.0","2023-07-11",""
134375,"Senior Associate Data Engineering L2 DE - Big Data AWS","Publicis Groupe","India","Full-time","96773.0","2023-04-15",""
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14",""
1230403,"India - Assistant Manager - Data Engineer (Marketing Mix Modeling...","WNS Global Services","Gurugram, Haryana, India","Full-time","96773.0","2023-04-12",""
611817,"Data Engineer","IntegriChain","Pune, Maharashtra, India","Full-time","96773.0","2023-03-21",""
511925,"Associate Data Engineer (R-14337)","Dun & Bradstreet","Hyderabad, Telangana, India","Full-time","96773.0","2023-06-23",""
13114,"Data Engineer - Kolkata","Energy Aspects Ltd","Kolkata, West Bengal, India","Full-time","96773.0","2023-06-02",""
1758079,"Consultant / Sr Consultant - QA Data Engineer","Fresh Gravity","Pune, Maharashtra, India","Full-time","96773.0","2023-06-14",""
1460510,"Data Engineer","Decision Foundry","Bengaluru, Karnataka, India","Full-time","96773.0","2023-06-06",""
705573,"Data Engineer","Pollen Tech Pte Ltd","Bengaluru, Karnataka, India","Full-time","96773.0","2023-07-21",""
335376,"Data Engineer","TIGI HR Solution Pvt. Ltd.","Indore, Madhya Pradesh, India","Full-time","96760.5","2023-01-10",""
1494157,"Principal Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","93600.0","2023-04-10",""
940056,"POD Lead / Project Manager - Big data","Capco","Bengaluru, Karnataka, India","Full-time","93600.0","2023-02-28",""
1008469,"Cloud SDM-Data Analytics and Visualization","Bosch Group","Bengaluru, Karnataka, India","Full-time","93600.0","2023-01-25",""
1064887,"Applied Analytics and Decision Science Lead APAC","Syngenta Group","Hyderabad, Telangana, India","Full-time","93600.0","2023-01-31",""
975927,"Director, Business, Technology Integration & Data Operations","Diligent Corporation","Bengaluru, Karnataka, India","Full-time","93600.0","2023-04-11",""
1561429,"Computer Vision/ML Lead","Entrupy","Bengaluru, Karnataka, India","Full-time","93600.0","2023-01-07",""
1218280,"Financial Data Analyst","Loop Health","India","Full-time","93600.0","2023-05-02",""
58293,"Director, Data Science","Visa","Bengaluru, Karnataka, India","Full-time","93600.0","2023-06-07",""
1815416,"Director - Product Data Analysis","H&M Group","Bengaluru, Karnataka, India","Full-time","93600.0","2023-03-09",""
923979,"VP Data Science","Dream Sports","Mumbai, Maharashtra, India","Full-time","93600.0","2023-05-01",""
250677,"Analyst/Associate, Data Engineering- Gen AI, Portfolio Management...","BlackRock","India","Full-time","92500.0","2023-12-12",""
1182849,"Drug Discovery Associate Data Scientist - Hyderabad","Schrödinger","Hyderabad, Telangana, India","Full-time","90670.0","2023-07-08",""
166248,"Data Specialist","Gartner","India","Full-time","90000.0","2023-12-22",""
544240,"Healthcare Research & Data Analyst","Clarivate","India","Full-time","89118.0","2023-11-08",""
649861,"Associate Data Scientist","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","88128.0","2023-04-06",""
1194441,"Data Scientist","Aryng","Gurugram, Haryana, India","Full-time","88128.0","2023-02-23",""
185934,"Lead Associate - Ops (Data Scientist)","WNS Global Services","Gurugram, Haryana, India","Full-time","88128.0","2023-01-27",""
1351406,"Data Scientist","Innovaccer","Noida, Uttar Pradesh, India","Full-time","87705.0","2023-05-18",""
1430506,"Business Data Scientist","Kinaxis","Chennai, Tamil Nadu, India","Full-time","87705.0","2023-05-11",""
930740,"Data Scientist","TIGI HR Solution PVT. LTD.","Ahmedabad, Gujarat, India","Full-time","87307.5","2023-01-10",""
171649,"Analytics Engineer","Statistics & Data Corporation (SDC)","Hyderabad, Telangana, India","Full-time","81000.0","2023-01-04",""
941629,"Data Analytics Engineer","Greenlight","Bengaluru, Karnataka, India","Full-time","80000.0","2023-07-11",""
1229308,"Data Analytics Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","80000.0","2023-08-25",""
633451,"Data Infrastructure Engineer","Ninja Van","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-03",""
522586,"Architect : Digital Natives (Data & AI)","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-27",""
902821,"Senior Data Quality Specialist","Wiser Solutions","Vadodara, Gujarat, India","Full-time","79200.0","2023-07-25",""
11845,"Principal Data Engineer","Verisk","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-04",""
612702,"Senior Staff/ Staff Engineer(Python | Spark | Delta Lake | GraphDB...","Zscaler","Hyderabad, Telangana, India","Full-time","79200.0","2023-06-03",""
119975,"Technology Consultant - Cloud Data Fusion","Kinaxis","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-01-06",""
185517,"Trading BI Developer","Sportradar","India","Full-time","79200.0","2023-06-13",""
162180,"Data Modeller","Capco","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-06",""
118192,"Engineer (Python Developer- Machine Learning)","NielsenIQ","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-05-09",""
649683,"Sr Software Engineer-Bigdata","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-03-07",""
1721765,"Delivery Solutions Architect : Big Data","Databricks","India","Full-time","79200.0","2023-06-08",""
1586379,"Cybersecurity Engineer - Java , Big Data , HDFS, Spark, Kafka","Visa","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-11",""
776503,"Sr Software Engineer(Power bi, SSRS)","Altera Digital Health","Pune, Maharashtra, India","Full-time","79200.0","2023-09-04",""
949425,"Sr Staff Software Engineer - Java, Kafka/Spark, Springboot","Zscaler","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-07",""
733296,"Data Integration and Business Intelligence Analyst","Miratech","India","Full-time","79200.0","2023-07-27",""
720545,"Lead Data Analyst","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-10",""
574429,"AI Solution Manager/Senior AI Solution Manager","C3.ai","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-12",""
534337,"Product Engineer I - Big Data","Experian","Mumbai, Maharashtra, India","Full-time","79200.0","2023-06-20",""
152699,"Ai Research Engineer","AlphaSense","India","Full-time","79200.0","2023-08-14",""
363652,"Lead - Data Analytics","Sutherland","Hyderabad, Telangana, India","Full-time","79200.0","2023-07-04",""
483959,"Business Intelligence Engineer","Amazon.com","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-21",""
1121916,"Principal Engineer – Artificial Intelligence / Machine Learning","ION Group","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-09-04",""
1152715,"Data and ML Ops Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-20",""
47710,"Senior Software Engineer - .NET + Python (Data Science & AI)","Icertis","Pune, Maharashtra, India","Full-time","79200.0","2023-08-30",""
1586399,"Senior/Principal Software Engineer - Data Analytics","PubMatic","Pune, Maharashtra, India","Full-time","79200.0","2023-01-02",""
1665774,"Senior Associate-Master Data Management","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-10",""
1672916,"Azure Data Engineer","Hitachi Solutions","India","Full-time","79200.0","2023-08-14",""
1793913,"Senior Applied Machine Learning Engineer","EarnIn","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-25",""
163022,"Solutions Architect  - Enterprise (Big Data/AI)","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-27",""
675862,"Data Quality Engineer | Hybrid, Bangalore, India","Optiv","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-09",""
1480811,"IND (New) ML Ops Engineer","Quantium","Hyderabad, Telangana, India","Full-time","79200.0","2023-02-07",""
1431198,"Research Analyst, ICQA","Amazon.com","Lucknow, Uttar Pradesh, India","Full-time","79200.0","2023-03-06",""
1338447,"Staff Software Engineer - Full Stack - Big Data","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-06-28",""
494750,"BI Developer II - Tableau and Looker (India)","Vimeo, Inc.","Bengaluru, Karnataka, India","Full-time","79200.0","2023-08-09",""
517192,"Power BI Developer","Capco","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-27",""
1246290,"Senior Big Data Developer","Smartek21.com","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-04-14",""
684890,"Data Modelling","WNS Global Services","Gurugram, Haryana, India","Full-time","79200.0","2023-04-12",""
770934,"Azure Data Architect","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-16",""
1102295,"Principal Engineer - Data Integrations","Clari","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-15",""
860323,"Staff Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-13",""
1255857,"Principal Engineer, Data Productivity","Atlassian","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-17",""
1345881,"Architect : Big Data / ML","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-26",""
1381809,"BigData DevOps Engineer","Experian","Hyderabad, Telangana, India","Full-time","79200.0","2023-02-28",""
101010,"Sr Manager, Solutions Architecture : Big Data","Databricks","Mumbai, Maharashtra, India","Full-time","79200.0","2023-03-23",""
357905,"Data Pipeline Engineer","Palo Alto Networks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-25",""
380934,"BI Developer","Pattern","Pune, Maharashtra, India","Full-time","79200.0","2023-02-13",""
756958,"Manager - Data Science","BitGo","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-12",""
803365,"Computer Vision Developer (R&D)","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-18",""
1451448,"Business Intelligence Developer 2","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-04",""
1032002,"Lead Data Analyst","Innovaccer","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-03-10",""
988744,"Staff Data Engineer","Visa","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-04",""
955384,"Big Data Solutions Data Science","Tookitaki","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-22",""
328019,"Solution Architect – Big Data","Smartek21.com","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-06-20",""
1554778,"Senior Big Data DevOps & Deployment Engineer","ServiceNow","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-07",""
1593291,"Test Automation Developer (Python) - Machine Learning","Kinaxis","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-04-19",""
130330,"Lead Data Science Engineer","Vialto Partners","Hyderabad, Telangana, India","Full-time","79200.0","2023-02-13",""
130988,"Staff Software Engineer - Python Developer (AI/ML)","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-07-12",""
86556,"Databricks - SONY","Hitachi Solutions","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-31",""
946964,"Group Manager - Data Science","WNS Global Services","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-25",""
730092,"Staff Machine Learning Engineer","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-01-09",""
732163,"Sr Delivery Solutions Architect : Big Data","Databricks","Mumbai, Maharashtra, India","Full-time","79200.0","2023-03-29",""
776925,"Sr. Director/Head of AI/ML Solutions","Reltio","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-03",""
560376,"Solutions Architect : Big Data , Enterprise","Databricks","Mumbai, Maharashtra, India","Full-time","79200.0","2023-05-10",""
1265653,"Senior Associate-Applied Data Science","Tesco Bengaluru","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-07",""
341759,"Data Software Engineer, Finance Engineering","Stripe","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-23",""
1656171,"Senior Product Manager - Metrics (Chennai)","Appian","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-06-19",""
171863,"Digital and Data Science Head","Syngenta Group","Pune, Maharashtra, India","Full-time","79200.0","2023-07-26",""
1582124,"Staff Data Scientist","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-24",""
1506650,"Product Owner with Tableau/Power BI(6 to 10 years)","insightsoftware","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-06",""
1386366,"Senior Software Engineer - Big Data","Freshworks","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-08-04",""
473336,"MLOPs Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-21",""
531583,"Data Quality Expert","Trusting Social","Pune, Maharashtra, India","Full-time","79200.0","2023-01-09",""
1074511,"Researcher- Computer Vision","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-13",""
592421,"Staff Software Engineer (MTS 5) ETL Team","Cohesity","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-31",""
1365301,"Principal Data Engineer","GSK","India","Full-time","79200.0","2023-11-07",""
1685561,"Senior Master Data Management (MDM) Analyst","Elastic","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-17",""
390564,"Data Engineer- Threat Research","Menlo Security","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-15",""
1820899,"Senior Product Manager AI/ML","InMobi","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-25",""
1502696,"Principal Software Engineer – Data Analytics","PubMatic","Pune, Maharashtra, India","Full-time","79200.0","2023-08-29",""
1235535,"Big Data Solutions Engineer","Tookitaki","Bengaluru, Karnataka, India","Full-time","79200.0","2023-03-24",""
682691,"Bosch Group Employee Data Management & Org. Management  HRS-IN","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-07",""
692474,"AI Solution Architect (Pre-Sales)","C3.ai","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-02",""
843325,"IN BGSW SystemTester AutonomousDriving EXM 2023 (Cloe)","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-06-02",""
1390061,"Big Data Developer & Analyst","Experian","Hyderabad, Telangana, India","Full-time","79200.0","2023-01-17",""
1671671,"Engineering Manager - Data Analytics","PubMatic","Pune, Maharashtra, India","Full-time","79200.0","2023-01-20",""
1678673,"MLOps Architect","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-04",""
547671,"Senior Manager, Data Sciences and Business Analytics","Atlassian","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-19",""
313123,"Principal Solutions Architect - Big Data / AI","Databricks","Mumbai, Maharashtra, India","Full-time","79200.0","2023-02-28",""
509763,"BI Developer","Armis Security","New Delhi, Delhi, India","Full-time","79200.0","2023-01-30",""
260085,"Senior Data Integrity Specialist, Sales Operations & Administration","Talend","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-16",""
542099,"Artificial Intelligence Engineer","Pattern","Pune, Maharashtra, India","Full-time","79200.0","2023-06-01",""
1434330,"Data Operations Lead (India)","Addepar","Pune, Maharashtra, India","Full-time","79200.0","2023-03-30",""
209893,"Business Intelligence Developer","Pure Storage","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-11",""
1567580,"Software Engineer - Data Science, Tableau, MS SQL, python, AWS","NECSWS","Mumbai, Maharashtra, India","Full-time","79200.0","2023-07-15",""
1579983,"Staff Engineer - Data Analytics","Western Digital","Bengaluru, Karnataka, India","Full-time","79200.0","2023-01-07",""
118527,"Business Intelligence Engineer, Global AR Data Analytics","Amazon.com","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-13",""
173506,"Sr Specialist- QUADS (Quantitative/Statistical Data Analysis)","Gartner","India","Full-time","79200.0","2023-11-01",""
1559676,"Senior Executive - Data Operations","Dream Sports","Mumbai, Maharashtra, India","Full-time","79200.0","2023-06-27",""
195199,"Senior Software Engineer - ML Platform","Toast","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-04",""
355261,"Engineer - Mid ( Python ,Big Data)","NielsenIQ","Pune, Maharashtra, India","Full-time","79200.0","2023-07-14",""
1240458,"AI Solution Manager– Oil & Gas","C3.ai","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-11",""
769789,"Principal Member Technical Staff (Platform- Data Analytics)","Model N","Hyderabad, Telangana, India","Full-time","79200.0","2023-01-19",""
1173016,"Power BI Developer","Hitachi Solutions","Pune, Maharashtra, India","Full-time","79200.0","2023-03-04",""
1114006,"Sr Solutions Architect - Big Data","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-14",""
1050415,"Senior Analyst, Data Science (R-14532)","Dun & Bradstreet","Hyderabad, Telangana, India","Full-time","79200.0","2023-06-09",""
953140,"Engineering Manager - Data Science","Freshworks","Chennai, Tamil Nadu, India","Full-time","79200.0","2023-03-18",""
598228,"Senior AI Engineer","Pattern","Pune, Maharashtra, India","Full-time","79200.0","2023-05-31",""
103961,"Lead Data Modeler/Developer for Business Analytics application","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-04",""
545065,"Manager, Data Science","NielsenIQ","Vadodara, Gujarat, India","Full-time","79200.0","2023-07-01",""
207480,"Financial Data Analyst","Visa","Bengaluru, Karnataka, India","Full-time","79200.0","2023-04-11",""
378717,"Lead-Data Science","Innovaccer","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-04-14",""
292732,"Data Visualization Engineer","Simpplr","Gurugram, Haryana, India","Full-time","79200.0","2023-05-16",""
327480,"Lead SQA Machine Learning Firmware Test Engineer","Axiado","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-01",""
1823680,"R&D Staff Software Development Engineer 2( Java and Spark)","Sopra Steria","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-08-28",""
1148968,"Senior/Principal Software Development Engineer in Test – Big Data","PubMatic","Pune, Maharashtra, India","Full-time","79200.0","2023-01-03",""
1484452,"Member Of Technical Staff -Machine Learning","ThoughtSpot","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-20",""
215659,"Sr Mgr, Data Science Mgmt","ServiceNow","Hyderabad, Telangana, India","Full-time","79200.0","2023-08-22",""
1072197,"IT Developer (ETL)","Yext","Hyderabad, Telangana, India","Full-time","79200.0","2023-04-21",""
1369794,"Senior/Principal Software Development Engineer in Test - (Machine...","PubMatic","Pune, Maharashtra, India","Full-time","79200.0","2023-04-04",""
1476583,"Product Management-Senior Product Manager - Data Product ...","Paytm","Noida, Uttar Pradesh, India","Full-time","79200.0","2023-06-27",""
1488177,"AI Architect","Bosch Group","Bengaluru, Karnataka, India","Full-time","79200.0","2023-02-27",""
924840,"Software Development Engineer- Big Data Platform","LivePerson","India","Full-time","79200.0","2023-04-25",""
563753,"Senior Software Development Engineer in Test (AI SaaS Company)","SkyPoint Cloud","Bengaluru, Karnataka, India","Full-time","79200.0","2023-07-18",""
250250,"Big Data Architect","Databricks","Bengaluru, Karnataka, India","Full-time","79200.0","2023-05-01",""
989706,"Data Analyst - Price hub","Cargill","India","Full-time","75067.5","2023-12-22",""
886107,"Machine Learning Manager","PubMatic","Pune, Maharashtra, India","Full-time","72000.0","2023-08-18",""
1565862,"MSBI Developer","Sutherland","Chennai, Tamil Nadu, India","Full-time","72000.0","2023-06-26",""
174798,"Data Visualization Specialist","Pythian","Hyderabad, Telangana, India","Full-time","72000.0","2023-03-14",""
1236600,"Lead - Computer Vision and ML Researcher","Fynd","Mumbai, Maharashtra, India","Full-time","72000.0","2023-01-27",""
50757,"Manager (DB/ETL)","dentsu international","Thane, Maharashtra, India","Full-time","72000.0","2023-08-18",""
945511,"DevOps Data Science Deployment Engineer","NielsenIQ","Mumbai, Maharashtra, India","Full-time","72000.0","2023-07-21",""
1528940,"Assistant Manager - MIS / Data Analysis","WNS Global Services","Mumbai, Maharashtra, India","Full-time","72000.0","2023-04-04",""
185609,"Data Science Engineer (Mumbai-based)","Marigold Health","Mumbai, Maharashtra, India","Full-time","72000.0","2023-03-28",""
1018519,"Data Analyst I","Bristol Myers Squibb","India","Full-time","71600.0","2023-11-28",""
593545,"Senior Software Engineer (ML/AI Models)","Soroco","Bengaluru, Karnataka, India","Full-time","71280.0","2023-07-17",""
1185239,"Junior Data Scientist","Version 1","Bengaluru, Karnataka, India","Full-time","70000.0","2023-07-14",""
38399,"Data Scientist","Avaloq","Pune, Maharashtra, India","Full-time","70000.0","2023-06-12",""
60542,"Data Scientist - Forward Engineering","Tookitaki","Bengaluru, Karnataka, India","Full-time","69962.5","2023-03-06",""
1470040,"AI Scientist","Uniphore","India","Full-time","69434.0","2023-11-24",""
554680,"Machine Learning Engineer","Axiado","Hyderabad, Telangana, India","Full-time","69000.0","2023-06-15",""
550406,"Snr. Machine Learning Engineer (Position located in Bengaluru, India)","KnowBe4, Inc.","Bengaluru, Karnataka, India","Full-time","69000.0","2023-02-14",""
459157,"Machine Learning Engineer","Axiado","Hyderabad, Telangana, India","Full-time","69000.0","2023-03-31",""
526231,"Associate  Business Intelligence Analyst","Conga","Ahmedabad, Gujarat, India","Full-time","64800.0","2023-07-14",""
1540319,"Data Science Lead Technologist","Lloyd's Register","India","Full-time","64800.0","2023-12-09",""
454121,"Senior Software Engineer (Power BI) -ELECTION-46","Civica UK Ltd","Vadodara, Gujarat, India","Full-time","64800.0","2023-06-09",""
867802,"Research Analyst I - Defence Data Development","Janes","Bengaluru, Karnataka, India","Full-time","64800.0","2023-05-30",""
406833,"Senior Associate L1 DE-Big Data AWS","Publicis Groupe","Hyderabad, Telangana, India","Full-time","64800.0","2023-07-15",""
258916,"Big Data Senior Engineer","Skan","Bengaluru, Karnataka, India","Full-time","64800.0","2023-02-24",""
636865,"Data Modeller","Capco","Bengaluru, Karnataka, India","Full-time","64800.0","2023-02-23",""
235803,"Sr. Manager - Data Science (ML, Python, Modelling)","Visa","Bengaluru, Karnataka, India","Full-time","64800.0","2023-12-01",""
1072806,"Power BI Developer","Dew Software","Bengaluru, Karnataka, India","Full-time","64800.0","2023-06-29",""
1788407,"HSO GS - AI/ML | 5-7 Years","HSO","Bengaluru, Karnataka, India","Full-time","64800.0","2023-05-30",""
189765,"Analyst 4, Data Analytics","Western Digital","Bengaluru, Karnataka, India","Full-time","64800.0","2023-12-24",""
507740,"Senior Data Quality and Governance Analyst","JLL","India","Full-time","64800.0","2023-11-29",""
137186,"Manager Business Process Analyst-ETL / Datastage Senior Admin","Teva Pharmaceuticals","India","Full-time","64800.0","2023-12-22",""
214915,"Associate Manager - Data Analytics","Sutherland","Hyderabad, Telangana, India","Full-time","64800.0","2023-01-18",""
407892,"Business Intelligence Developer","Allucent","Chennai, Tamil Nadu, India","Full-time","64800.0","2023-08-11",""
1581725,"AI Software Development Engineer","Intel","Bengaluru, Karnataka, India","Full-time","64800.0","2023-12-06",""
1398589,"Senior Consultant - Tech Consulting -Azure Data Engineer - Kochi","EY","India","Full-time","64800.0","2023-12-19",""
538305,"Senior Analyst - Business Intelligence","Marsh McLennan","India","Full-time","64800.0","2023-12-13",""
1047461,"ETL Python Automation Tester","1st-Recruit LLC","Pune, Maharashtra, India","Full-time","64800.0","2023-01-10",""
1063719,"ETL & DB Engineer","Zeta Global","Hyderabad, Telangana, India","Full-time","64800.0","2023-03-07",""
1401644,"REF38585A - Associate Director - Data Management","WNS Global Services","Bengaluru, Karnataka, India","Full-time","64800.0","2023-01-19",""
1217071,"AI Generated Content (AIGC) Rewriter - Hindi (India)","Welocalize","India","Full-time","64800.0","2023-04-25",""
76732,"Data Analytics and Reporting Lead","Civica UK Ltd","Vadodara, Gujarat, India","Full-time","64800.0","2023-04-13",""
306376,"Project Associate - Data Analytics (Contract)","Array","India","Contractor","64800.0","2023-09-01",""
202497,"Senior Associate L1 DE-Big Data Azure","Publicis Groupe","Bengaluru, Karnataka, India","Full-time","64800.0","2023-07-15",""
1797441,"IT Data Analytic Architect - Biopharma Commercial","Merck Group","India","Full-time","64800.0","2023-12-22",""
1118074,"Sr Director, Data Science","Gartner","India","Full-time","64800.0","2023-12-15",""
1612794,"Senior Associate Data Analytics L1","Publicis Groupe","Gurugram, Haryana, India","Full-time","64800.0","2023-02-09",""
1354292,"Senior Lead - Big Data Engineer","S&P Global","India","Full-time","64800.0","2023-12-28",""
1510360,"Senior Associate - Data Integrity & System","Publicis Groupe","Gurugram, Haryana, India","Full-time","64800.0","2023-02-03",""
944186,"Manager - Data Analytics","Myntra","Bengaluru, Karnataka, India","Full-time","64800.0","2023-01-17",""
1206041,"Senior Software Engineer- MLOps Platform DevOps Lead","Bristol Myers Squibb","India","Full-time","64800.0","2023-12-06",""
680822,"clinical data manager III","Allucent","Bengaluru, Karnataka, India","Full-time","64800.0","2023-03-09",""
946307,"Associate Data Analyst","Amwell","India","Full-time","64600.0","2023-07-12",""
640688,"Analyst","Nielsen","Anywhere","Full-time","60000.0","2023-10-31",1
1027936,"Software Engineer - NLP","Gartner","India","Full-time","59400.0","2023-11-20",""
119145,"Enterprise Data Architect","Accellor","Hyderabad, Telangana, India","Full-time","58320.0","2023-04-14",""
1441112,"Business/Data Analyst","Miratech","Gurugram, Haryana, India","Full-time","57500.0","2023-07-13",""
667697,"Data Analyst - CRM","DAZN","Hyderabad, Telangana, India","Full-time","57500.0","2023-06-02",""
1813390,"Data Analyst","Verisk","New Delhi, Delhi, India","Full-time","57500.0","2023-06-29",""
663306,"Data Analyst","Freshworks","Chennai, Tamil Nadu, India","Full-time","57500.0","2023-05-27",""
299655,"Graduate Data Analyst","YouGov","Mumbai, Maharashtra, India","Full-time","57500.0","2023-07-12",""
722446,"Junior Data Analyst","WPP","Mumbai, Maharashtra, India","Full-time","57500.0","2023-08-08",""
671340,"Business Data Analyst","NetApp","India","Full-time","54988.0","2023-12-16",""
1614840,"Product Engineer I - Matching/ Data Analyst","Experian","Mumbai, Maharashtra, India","Full-time","53014.0","2023-03-21",""
1157992,"Assistant Mgr - Data Sciences","WNS Global Services","Gurugram, Haryana, India","Full-time","50400.0","2023-06-13",""
900123,"Chatbot Developer","Sinch","Noida, Uttar Pradesh, India","Full-time","50400.0","2023-07-20",""
833077,"Data Quality Analyst","IntegriChain","Pune, Maharashtra, India","Full-time","50400.0","2023-03-15",""
1477266,"Jr Power BI Developer with (SQL /Python)","Verisk","New Delhi, Delhi, India","Full-time","50400.0","2023-01-14",""
1039563,"Graduate Power BI Developer","YouGov","Mumbai, Maharashtra, India","Full-time","50400.0","2023-06-17",""
1273168,"BI Developer","Ramboll","Chennai, Tamil Nadu, India","Full-time","50400.0","2023-07-11",""
586206,"Scientist 3, Data Science","Western Digital","Bengaluru, Karnataka, India","Full-time","50400.0","2023-03-11",""
59394,"Research Analyst I - Defence Data Development","Janes","Bengaluru, Karnataka, India","Full-time","50400.0","2023-07-17",""
566080,"EDI Enrollment Analyst","Sutherland","Hyderabad, Telangana, India","Full-time","50400.0","2023-04-21",""
472469,"Business Data Analyst","Capco","Mumbai, Maharashtra, India","Full-time","49566.5","2023-05-03",""
1574773,"Big Data Engineer","SiteMinder","Bengaluru, Karnataka, India","Full-time","45000.0","2023-08-07",""
973259,"Sr. Big Data Engineer","Skan","Bengaluru, Karnataka, India","Full-time","45000.0","2023-05-31",""
313090,"Senior Big Data Engineer","Nielsen","Mumbai, Maharashtra, India","Full-time","45000.0","2023-06-20",""
94549,"Senior Software Engineer (Big Data Engineer in Machine Learning)","PubMatic","Pune, Maharashtra, India","Full-time","45000.0","2023-08-30",""
940927,"Big Data Engineer - Contract","Tookitaki","Bengaluru, Karnataka, India","Full-time","45000.0","2023-01-13",""
595313,"Azure Big Data Engineer","Bosch Group","Bengaluru, Karnataka, India","Full-time","45000.0","2023-02-09",""
1075178,"Computer Vision Engineer","KoiReader Technologies","Bengaluru, Karnataka, India","Full-time","44418.5","2023-01-22",""
